Orthogroup	Species	Geobacter sulfurreducens PCA	Orthologs
OG0000215	Desulfocapsa sulfexigens DSM 10523	WP_010942713.1	WP_015403395.1
OG0000215	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942713.1	WP_009567346.1
OG0000216	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943613.1	WP_012606601.1, WP_009567592.1
OG0000216	Shewanella oneidensis MR-1	WP_010943613.1	WP_011070906.1
OG0000216	Desulfosediminicola flagellatus IMCC35005	WP_010943613.1	WP_136810393.1, WP_136810380.1
OG0000216	Desulfosediminicola ganghwensis IMCC35004	WP_010943613.1	WP_136796319.1, WP_136796305.1
OG0000216	Desulfocapsa_06_corrosive	WP_010943613.1	Utg323316_146
OG0000216	Desulfocapsa_13_biocide	WP_010943613.1	Utg857046_32
OG0000216	Desulfocapsa sulfexigens DSM 10523	WP_010943613.1	WP_015404094.1
OG0000216	Desulfovibrio ferrophilus IS5	WP_010943613.1	WP_126380832.1
OG0000216	Desulfovibrio vulgaris DP4	WP_010943613.1	WP_011793129.1
OG0000217	Shewanella oneidensis MR-1	WP_010942056.1	WP_011072567.1
OG0000217	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942056.1	WP_009567626.1
OG0000217	Desulfovibrio vulgaris DP4	WP_010942056.1	WP_010939133.1, WP_010939603.1, WP_223294665.1
OG0000217	Desulfovibrio ferrophilus IS5	WP_010942056.1	WP_126377388.1, WP_126376654.1
OG0000217	Desulforhopalus vacuolatus DSM 9700	WP_010942056.1	WP_205218771.1
OG0000217	Desulfosediminicola ganghwensis IMCC35004	WP_010942056.1	WP_136798268.1, WP_217907651.1
OG0000217	Desulfosediminicola flagellatus IMCC35005	WP_010942056.1	WP_136808462.1, WP_217909515.1
OG0000217	Desulfotalea psychrophila LSv54	WP_010942056.1	WP_041278087.1
OG0000217	Desulfocapsa sulfexigens DSM 10523	WP_010942056.1	WP_015404433.1
OG0000217	Desulfocapsa_06_corrosive	WP_010942056.1	Utg324548_25, Utg323262_16
OG0000217	Desulfocapsa_13_biocide	WP_010942056.1	Utg859236_44
OG0000218	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941105.1	WP_012536052.1
OG0000218	Shewanella oneidensis MR-1	WP_010941105.1	WP_011073221.1
OG0000218	Desulfovibrio vulgaris DP4	WP_010941105.1	WP_010938558.1
OG0000218	Desulfovibrio ferrophilus IS5	WP_010941105.1	WP_126377380.1
OG0000218	Desulfosediminicola ganghwensis IMCC35004	WP_010941105.1	WP_136799185.1
OG0000218	Desulfosediminicola flagellatus IMCC35005	WP_010941105.1	WP_136807454.1
OG0000218	Desulfocapsa_13_biocide	WP_010941105.1	Utg861448_5, Utg857682_32, Utg857682_33
OG0000218	Desulfocapsa_06_corrosive	WP_010941105.1	Utg323632_371, Utg323266_87, Utg323266_88
OG0000218	Desulfocapsa sulfexigens DSM 10523	WP_010941105.1	WP_015405521.1, WP_015403719.1, WP_015403718.1
OG0000218	Desulfotalea psychrophila LSv54	WP_010941105.1	WP_011188935.1
OG0000218	Desulforhopalus vacuolatus DSM 9700	WP_010941105.1	WP_205218878.1
OG0000219	Shewanella oneidensis MR-1	WP_010942171.1	WP_011073290.1
OG0000219	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942171.1	WP_012536999.1, WP_012536156.1
OG0000219	Desulfovibrio vulgaris DP4	WP_010942171.1	WP_014524381.1
OG0000219	Desulfovibrio ferrophilus IS5	WP_010942171.1	WP_126377392.1
OG0000219	Desulfosediminicola flagellatus IMCC35005	WP_010942171.1	WP_136810124.1, WP_228723302.1
OG0000219	Desulfocapsa_13_biocide	WP_010942171.1	Utg859098_413, Utg860814_128, Utg857152_18
OG0000219	Desulfocapsa_06_corrosive	WP_010942171.1	Utg323180_543, Utg323300_291
OG0000219	Desulfosediminicola ganghwensis IMCC35004	WP_010942171.1	WP_136798902.1, WP_136795256.1
OG0000219	Desulforhopalus vacuolatus DSM 9700	WP_010942171.1	WP_240191915.1
OG0000219	Desulfotalea psychrophila LSv54	WP_010942171.1	WP_011187520.1
OG0000219	Desulfocapsa sulfexigens DSM 10523	WP_010942171.1	WP_015403862.1
OG0000220	Desulfosediminicola ganghwensis IMCC35004	WP_010941820.1	WP_136799610.1
OG0000220	Desulfovibrio vulgaris DP4	WP_010941820.1	WP_010939219.1
OG0000220	Desulfovibrio ferrophilus IS5	WP_010941820.1	WP_126378751.1
OG0000220	Desulfosediminicola flagellatus IMCC35005	WP_010941820.1	WP_136806530.1, WP_136806203.1
OG0000220	Desulfocapsa_13_biocide	WP_010941820.1	Utg860814_140
OG0000220	Desulfocapsa_06_corrosive	WP_010941820.1	Utg323180_556
OG0000221	Desulfovibrio ferrophilus IS5	WP_010943208.1, WP_010942604.1	WP_232034814.1
OG0000221	Desulfovibrio vulgaris DP4	WP_010943208.1, WP_010942604.1	WP_011792772.1
OG0000221	Shewanella oneidensis MR-1	WP_010943208.1	WP_011072274.1
OG0000221	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943208.1	WP_225487655.1, WP_012536274.1
OG0000221	Shewanella oneidensis MR-1	WP_010942604.1	WP_011073067.1
OG0000221	Desulfosediminicola flagellatus IMCC35005	WP_010942604.1	WP_136807954.1
OG0000221	Desulforhopalus vacuolatus DSM 9700	WP_010942604.1	WP_205219290.1, WP_275888997.1
OG0000222	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942108.1	WP_012536488.1
OG0000222	Shewanella oneidensis MR-1	WP_010942108.1	WP_011073677.1
OG0000222	Desulforhopalus vacuolatus DSM 9700	WP_010942108.1	WP_205219254.1
OG0000222	Desulfocapsa sulfexigens DSM 10523	WP_010942108.1	WP_015404363.1
OG0000222	Desulfocapsa_06_corrosive	WP_010942108.1	Utg323262_114
OG0000222	Desulfocapsa_13_biocide	WP_010942108.1	Utg857076_18
OG0000222	Desulfotalea psychrophila LSv54	WP_010942108.1	WP_041277470.1, WP_011190100.1
OG0000222	Desulfovibrio vulgaris DP4	WP_010942108.1	WP_011791920.1, WP_223294689.1
OG0000222	Desulfovibrio ferrophilus IS5	WP_010942108.1	WP_126377752.1, WP_126380413.1
OG0000222	Desulfosediminicola ganghwensis IMCC35004	WP_010942108.1	WP_136799627.1, WP_136796957.1
OG0000222	Desulfosediminicola flagellatus IMCC35005	WP_010942108.1	WP_136807668.1, WP_176371617.1, WP_136810039.1
OG0000223	Shewanella oneidensis MR-1	WP_010942050.1	WP_011071799.1
OG0000223	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942050.1	WP_012536535.1
OG0000223	Desulfovibrio vulgaris DP4	WP_010942050.1	WP_010938648.1
OG0000223	Desulfovibrio ferrophilus IS5	WP_010942050.1	WP_126379433.1
OG0000223	Desulfotalea psychrophila LSv54	WP_010942050.1	WP_041277805.1
OG0000223	Desulfosediminicola flagellatus IMCC35005	WP_010942050.1	WP_136805449.1
OG0000223	Desulfosediminicola ganghwensis IMCC35004	WP_010942050.1	WP_136797786.1
OG0000223	Desulfocapsa_06_corrosive	WP_010942050.1	Utg323392_219
OG0000223	Desulfocapsa_13_biocide	WP_010942050.1	Utg859388_18
OG0000223	Desulfocapsa sulfexigens DSM 10523	WP_010942050.1	WP_015404744.1
OG0000223	Desulforhopalus vacuolatus DSM 9700	WP_010942050.1	WP_205218711.1
OG0000224	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942022.1, WP_010942097.1	WP_012536669.1
OG0000224	Desulfovibrio ferrophilus IS5	WP_010942022.1, WP_010942097.1	WP_126375687.1
OG0000224	Desulfosediminicola flagellatus IMCC35005	WP_010942022.1	WP_136809941.1
OG0000224	Desulfosediminicola ganghwensis IMCC35004	WP_010942022.1	WP_136799361.1
OG0000224	Desulfocapsa_13_biocide	WP_010942097.1	Utg859982_58, Utg857682_161
OG0000224	Desulfocapsa_06_corrosive	WP_010942097.1	Utg323152_490
OG0000224	Desulfocapsa sulfexigens DSM 10523	WP_010942097.1	WP_015403713.1
OG0000224	Desulfosediminicola ganghwensis IMCC35004	WP_010942097.1	WP_136799940.1
OG0000225	Desulfovibrio vulgaris DP4	WP_010943944.1	WP_010939784.1
OG0000225	Desulfovibrio ferrophilus IS5	WP_010943944.1	WP_126381110.1
OG0000225	Shewanella oneidensis MR-1	WP_010943944.1	WP_011072456.1
OG0000225	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943944.1	WP_012537676.1
OG0000225	Desulfocapsa_13_biocide	WP_010943944.1	Utg859982_121
OG0000225	Desulfocapsa sulfexigens DSM 10523	WP_010943944.1	WP_228130059.1, WP_015402983.1
OG0000225	Desulfocapsa_06_corrosive	WP_010943944.1	Utg323152_460
OG0000225	Desulforhopalus vacuolatus DSM 9700	WP_010943944.1	WP_205217392.1
OG0000225	Desulfotalea psychrophila LSv54	WP_010943944.1	WP_011190357.1
OG0000225	Desulfosediminicola flagellatus IMCC35005	WP_010943944.1	WP_136810492.1
OG0000225	Desulfosediminicola ganghwensis IMCC35004	WP_010943944.1	WP_136796339.1
OG0000226	Desulfocapsa_06_corrosive	WP_010943254.1, WP_010943255.1	Utg323300_329
OG0000226	Desulfocapsa_13_biocide	WP_010943254.1, WP_010943255.1	Utg857152_57
OG0000226	Desulfocapsa sulfexigens DSM 10523	WP_010943254.1, WP_010943255.1	WP_015403895.1
OG0000226	Desulfosediminicola ganghwensis IMCC35004	WP_010943254.1, WP_010943255.1	WP_136795182.1
OG0000226	Desulfosediminicola flagellatus IMCC35005	WP_010943254.1, WP_010943255.1	WP_136808024.1
OG0000226	Desulfovibrio ferrophilus IS5	WP_010943254.1	WP_232034915.1
OG0000226	Desulfovibrio vulgaris DP4	WP_010943254.1	WP_010939105.1
OG0000226	Shewanella oneidensis MR-1	WP_010943254.1	WP_011071424.1, WP_011073006.1
OG0000226	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943254.1	WP_012536936.1
OG0000226	Desulfotalea psychrophila LSv54	WP_010943255.1	WP_041277609.1
OG0000226	Desulforhopalus vacuolatus DSM 9700	WP_010943255.1	WP_205217492.1
OG0000226	Shewanella oneidensis MR-1	WP_010943255.1	WP_011073007.1, WP_011071423.1
OG0000226	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943255.1	WP_012536937.1
OG0000226	Desulfovibrio vulgaris DP4	WP_010943255.1	WP_010939106.1
OG0000227	Desulfocapsa_13_biocide	WP_010943010.1	Utg857992_19
OG0000227	Desulfocapsa_06_corrosive	WP_010943010.1	Utg323632_351
OG0000227	Desulfocapsa sulfexigens DSM 10523	WP_010943010.1	WP_015405532.1
OG0000227	Desulfosediminicola flagellatus IMCC35005	WP_010943010.1	WP_136806844.1, WP_136807703.1
OG0000227	Desulfotalea psychrophila LSv54	WP_010943010.1	WP_011188872.1, WP_011190190.1
OG0000227	Desulforhopalus vacuolatus DSM 9700	WP_010943010.1	WP_205219130.1, WP_205217886.1
OG0000227	Desulfosediminicola ganghwensis IMCC35004	WP_010943010.1	WP_136795610.1, WP_136799637.1
OG0000227	Shewanella oneidensis MR-1	WP_010943010.1	WP_011072928.1
OG0000227	Desulfovibrio vulgaris DP4	WP_010943010.1	WP_011792871.1, WP_011793143.1
OG0000227	Desulfovibrio ferrophilus IS5	WP_010943010.1	WP_126380765.1, WP_126380781.1
OG0000227	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943010.1	WP_012536947.1
OG0000228	Desulforhopalus vacuolatus DSM 9700	WP_010941331.1	WP_205220231.1
OG0000228	Desulfovibrio vulgaris DP4	WP_010941331.1	WP_011791456.1
OG0000228	Desulfovibrio ferrophilus IS5	WP_010941331.1	WP_126380386.1
OG0000228	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941331.1	WP_012537058.1
OG0000228	Shewanella oneidensis MR-1	WP_010941331.1	WP_011072718.1
OG0000228	Desulfovibrio vulgaris DP4	WP_010940759.1	WP_011792579.1
OG0000228	Desulfovibrio ferrophilus IS5	WP_010940759.1	WP_126378318.1
OG0000228	Shewanella oneidensis MR-1	WP_010940759.1	WP_011073400.1
OG0000228	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940759.1	WP_012606556.1
OG0000228	Desulfotalea psychrophila LSv54	WP_010940759.1	WP_228130150.1
OG0000228	Desulfocapsa sulfexigens DSM 10523	WP_010940759.1	WP_015404722.1
OG0000228	Desulfocapsa_06_corrosive	WP_010940759.1	Utg323074_134
OG0000228	Desulfocapsa_13_biocide	WP_010940759.1	Utg857994_154
OG0000228	Desulfosediminicola flagellatus IMCC35005	WP_010940759.1	WP_136805425.1
OG0000228	Desulfosediminicola ganghwensis IMCC35004	WP_010940759.1	WP_136797734.1
OG0000228	Desulforhopalus vacuolatus DSM 9700	WP_010940759.1	WP_205219809.1
OG0000229	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942321.1, WP_268741945.1	WP_233459570.1
OG0000229	Desulfosediminicola flagellatus IMCC35005	WP_010942321.1	WP_167505752.1
OG0000229	Desulfosediminicola ganghwensis IMCC35004	WP_010942321.1	WP_136797844.1
OG0000229	Desulfocapsa_13_biocide	WP_010942321.1	Utg857682_96
OG0000229	Desulfocapsa_06_corrosive	WP_010942321.1	Utg325220_87
OG0000229	Desulfocapsa sulfexigens DSM 10523	WP_010942321.1	WP_015403080.1
OG0000229	Desulforhopalus vacuolatus DSM 9700	WP_010942321.1	WP_205217476.1
OG0000229	Desulfocapsa sulfexigens DSM 10523	WP_268741945.1	WP_015405258.1
OG0000229	Desulfovibrio ferrophilus IS5	WP_268741945.1	WP_126378283.1
OG0000229	Desulfovibrio vulgaris DP4	WP_268741945.1	WP_011792120.1
OG0000229	Desulfotalea psychrophila LSv54	WP_268741945.1	WP_041277488.1
OG0000230	Desulfovibrio vulgaris DP4	WP_010943336.1	WP_010939852.1
OG0000230	Desulfovibrio ferrophilus IS5	WP_010943336.1	WP_126376561.1
OG0000230	Shewanella oneidensis MR-1	WP_010943336.1	WP_238560519.1
OG0000230	Desulfosediminicola flagellatus IMCC35005	WP_010943336.1	WP_136805725.1, WP_136810425.1
OG0000230	Desulfosediminicola ganghwensis IMCC35004	WP_010943336.1	WP_136796408.1, WP_136796402.1
OG0000230	Desulfotalea psychrophila LSv54	WP_010943336.1	WP_011189365.1
OG0000233	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943635.1, WP_010941266.1	WP_180830512.1
OG0000233	Shewanella oneidensis MR-1	WP_010943635.1, WP_010941266.1	WP_011072421.1
OG0000233	Desulfovibrio vulgaris DP4	WP_010943635.1, WP_010941266.1	WP_010938704.1
OG0000233	Desulfovibrio ferrophilus IS5	WP_010943635.1, WP_010941266.1	WP_126379699.1
OG0000233	Desulfocapsa_13_biocide	WP_010943635.1	Utg859098_376
OG0000233	Desulfocapsa_06_corrosive	WP_010943635.1	Utg323152_10
OG0000233	Desulfocapsa sulfexigens DSM 10523	WP_010943635.1	WP_015405001.1
OG0000233	Desulfosediminicola ganghwensis IMCC35004	WP_010943635.1	WP_136799192.1
OG0000233	Desulfosediminicola flagellatus IMCC35005	WP_010943635.1	WP_136807470.1
OG0000233	Desulfosediminicola flagellatus IMCC35005	WP_010941266.1	WP_136807079.1
OG0000233	Desulforhopalus vacuolatus DSM 9700	WP_010941266.1	WP_240192116.1
OG0000233	Desulfotalea psychrophila LSv54	WP_010941266.1	WP_041277996.1
OG0000233	Desulfosediminicola ganghwensis IMCC35004	WP_010941266.1	WP_136798459.1
OG0000234	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943824.1, WP_010940956.1	WP_225487654.1
OG0000234	Shewanella oneidensis MR-1	WP_010943824.1, WP_010940956.1	WP_007644947.1
OG0000234	Desulforhopalus vacuolatus DSM 9700	WP_010943824.1, WP_010940956.1	WP_205218677.1
OG0000234	Desulfosediminicola flagellatus IMCC35005	WP_010943824.1, WP_010940956.1	WP_136809667.1, WP_136808391.1
OG0000234	Desulfosediminicola ganghwensis IMCC35004	WP_010943824.1, WP_010940956.1	WP_136795549.1, WP_136796624.1
OG0000234	Desulfotalea psychrophila LSv54	WP_010943824.1, WP_010940956.1	WP_011188725.1
OG0000234	Desulfocapsa sulfexigens DSM 10523	WP_010943824.1, WP_010940956.1	WP_015404541.1
OG0000234	Desulfocapsa_13_biocide	WP_010943824.1, WP_010940956.1	Utg860006_56
OG0000234	Desulfocapsa_06_corrosive	WP_010943824.1, WP_010940956.1	Utg323990_146
OG0000234	Desulfovibrio vulgaris DP4	WP_010943824.1	WP_014524184.1
OG0000234	Desulfovibrio ferrophilus IS5	WP_010943824.1	WP_126375880.1
OG0000234	Desulfovibrio ferrophilus IS5	WP_010940956.1	WP_172961661.1, WP_126375783.1
OG0000234	Desulfovibrio vulgaris DP4	WP_010940956.1	WP_010939427.1
OG0000235	Shewanella oneidensis MR-1	WP_010942669.1	WP_011070658.1
OG0000235	Desulfosediminicola ganghwensis IMCC35004	WP_010942669.1	WP_136795881.1, WP_136795164.1
OG0000235	Desulfosediminicola flagellatus IMCC35005	WP_010942669.1	WP_136806161.1
OG0000235	Desulfotalea psychrophila LSv54	WP_010942669.1	WP_011189740.1, WP_011188066.1
OG0000235	Desulforhopalus vacuolatus DSM 9700	WP_010942669.1	WP_240192153.1
OG0000235	Desulfocapsa_06_corrosive	WP_010942669.1	Utg323180_210, Utg323300_358
OG0000235	Desulfocapsa_13_biocide	WP_010942669.1	Utg863716_45, Utg857152_83
OG0000235	Desulfocapsa sulfexigens DSM 10523	WP_010942669.1	WP_015402571.1, WP_015403933.1
OG0000235	Desulfovibrio ferrophilus IS5	WP_010942669.1	WP_126379765.1, WP_126375707.1
OG0000235	Desulfovibrio vulgaris DP4	WP_010942669.1	WP_010939791.1, WP_010938191.1
OG0000236	Shewanella oneidensis MR-1	WP_235044991.1, WP_235044960.1, WP_010943847.1, WP_235044941.1	WP_011073712.1, WP_011070717.1
OG0000236	Desulfocapsa_06_corrosive	WP_235044991.1, WP_235044960.1, WP_010943847.1, WP_235044941.1	Utg323152_193
OG0000236	Desulfocapsa_13_biocide	WP_235044991.1, WP_235044960.1, WP_010943847.1, WP_235044941.1	Utg859098_221
OG0000236	Desulfocapsa sulfexigens DSM 10523	WP_235044991.1, WP_235044960.1	WP_015402832.1
OG0000236	Desulfosediminicola flagellatus IMCC35005	WP_235044991.1, WP_235044960.1	WP_136810455.1
OG0000236	Desulfosediminicola flagellatus IMCC35005	WP_010943847.1, WP_235044941.1	WP_136810314.1
OG0000236	Desulfovibrio ferrophilus IS5	WP_010943847.1	WP_126377990.1
OG0000236	Desulfosediminicola ganghwensis IMCC35004	WP_235044941.1	WP_136797246.1
OG0000239	Shewanella oneidensis MR-1	WP_010943048.1	WP_011073040.1
OG0000239	Desulforhopalus vacuolatus DSM 9700	WP_010943048.1	WP_240192164.1, WP_205218936.1
OG0000239	Desulfosediminicola flagellatus IMCC35005	WP_010943048.1	WP_136809165.1, WP_136805737.1, WP_136806443.1
OG0000239	Desulfosediminicola ganghwensis IMCC35004	WP_010943048.1	WP_136796129.1, WP_228721463.1
OG0000239	Desulfotalea psychrophila LSv54	WP_010943048.1	WP_156792203.1, WP_011189492.1
OG0000239	Desulfocapsa sulfexigens DSM 10523	WP_010943048.1	WP_015403176.1
OG0000239	Desulfocapsa_13_biocide	WP_010943048.1	Utg865370_16, Utg859236_56
OG0000239	Desulfocapsa_06_corrosive	WP_010943048.1	Utg323266_22, Utg324548_14
OG0000239	Desulfovibrio vulgaris DP4	WP_010943048.1	WP_010937469.1
OG0000239	Desulfovibrio ferrophilus IS5	WP_010943048.1	WP_126380937.1
OG0000240	Desulfotalea psychrophila LSv54	WP_010941505.1	WP_041277651.1
OG0000240	Desulfosediminicola ganghwensis IMCC35004	WP_010941505.1	WP_136798651.1
OG0000240	Desulfosediminicola flagellatus IMCC35005	WP_010941505.1	WP_136809429.1, WP_136808195.1
OG0000240	Desulfovibrio ferrophilus IS5	WP_010941505.1	WP_126381024.1, WP_126379988.1, WP_126381060.1
OG0000240	Desulfovibrio vulgaris DP4	WP_010941505.1	WP_043629138.1, WP_010938105.1, WP_043629997.1, WP_011792780.1, WP_011792799.1
OG0000240	Desulfocapsa sulfexigens DSM 10523	WP_010941505.1	WP_015404338.1
OG0000240	Desulfocapsa_13_biocide	WP_010941505.1	Utg859098_373, Utg860814_39
OG0000240	Desulfocapsa_06_corrosive	WP_010941505.1	Utg323152_13, Utg323180_454
OG0000241	Desulfotalea psychrophila LSv54	WP_010942954.1, WP_010941508.1	WP_011188682.1
OG0000241	Desulfovibrio ferrophilus IS5	WP_010942954.1, WP_010941508.1	WP_197723440.1
OG0000241	Desulfocapsa_13_biocide	WP_010942954.1	Utg859236_55
OG0000241	Desulfocapsa_06_corrosive	WP_010942954.1	Utg324548_15
OG0000241	Desulfocapsa sulfexigens DSM 10523	WP_010942954.1	WP_015404417.1
OG0000241	Desulfosediminicola ganghwensis IMCC35004	WP_010942954.1	WP_136799335.1
OG0000241	Desulfosediminicola flagellatus IMCC35005	WP_010942954.1	WP_136808790.1
OG0000241	Desulfocapsa_06_corrosive	WP_010941508.1	Utg323262_144
OG0000241	Desulfocapsa_13_biocide	WP_010941508.1	Utg859236_102
OG0000241	Desulfocapsa sulfexigens DSM 10523	WP_010941508.1	WP_015404839.1
OG0000241	Desulfosediminicola ganghwensis IMCC35004	WP_010941508.1	WP_136798432.1, WP_217907681.1, WP_136799180.1
OG0000241	Desulfosediminicola flagellatus IMCC35005	WP_010941508.1	WP_167506075.1, WP_136808286.1, WP_136808868.1
OG0000242	Shewanella oneidensis MR-1	WP_235044978.1, WP_010943967.1, WP_010943145.1	WP_011072198.1
OG0000242	Desulfocapsa_06_corrosive	WP_235044978.1	Utg323152_279, Utg323632_279, Utg323152_284
OG0000242	Desulfocapsa_13_biocide	WP_235044978.1	Utg859098_136, Utg866558_40, Utg859098_132
OG0000242	Desulfocapsa sulfexigens DSM 10523	WP_235044978.1	WP_015405234.1, WP_015404444.1, WP_015405245.1
OG0000242	Desulfosediminicola flagellatus IMCC35005	WP_235044978.1	WP_136810242.1, WP_136807044.1
OG0000242	Desulfovibrio ferrophilus IS5	WP_235044978.1	WP_172961595.1
OG0000242	Desulfovibrio vulgaris DP4	WP_235044978.1	WP_011792730.1
OG0000242	Desulfosediminicola flagellatus IMCC35005	WP_010943967.1, WP_010943145.1	WP_136808796.1
OG0000243	Shewanella oneidensis MR-1	WP_010942936.1, WP_010942841.1	WP_011073841.1
OG0000243	Desulfotalea psychrophila LSv54	WP_010942936.1, WP_010942841.1	WP_041277879.1
OG0000243	Desulfocapsa sulfexigens DSM 10523	WP_010942936.1, WP_010942841.1	WP_015404772.1
OG0000243	Desulfovibrio ferrophilus IS5	WP_010942936.1, WP_010942841.1	WP_152034911.1
OG0000243	Desulfovibrio vulgaris DP4	WP_010942936.1, WP_010942841.1	WP_010940402.1
OG0000243	Desulforhopalus vacuolatus DSM 9700	WP_010942936.1, WP_010942841.1	WP_240192155.1
OG0000243	Desulfocapsa_06_corrosive	WP_010942841.1	Utg323180_67, Utg323266_94, Utg323160_100, Utg323160_101
OG0000243	Desulfosediminicola ganghwensis IMCC35004	WP_010942841.1	WP_136795705.1
OG0000243	Desulfosediminicola flagellatus IMCC35005	WP_010942841.1	WP_167505957.1, WP_167506053.1, WP_136809228.1
OG0000243	Desulfocapsa_13_biocide	WP_010942841.1	Utg857682_39, Utg859236_70
OG0000245	Shewanella oneidensis MR-1	WP_010943105.1	WP_011072111.1
OG0000245	Desulfocapsa_06_corrosive	WP_010943105.1	Utg323316_355
OG0000245	Desulfocapsa_13_biocide	WP_010943105.1	Utg859098_51, Utg858494_9
OG0000245	Desulfotalea psychrophila LSv54	WP_010943105.1	WP_156792261.1
OG0000245	Desulfosediminicola ganghwensis IMCC35004	WP_010943105.1	WP_136796580.1
OG0000245	Desulforhopalus vacuolatus DSM 9700	WP_010943105.1	WP_205217699.1
OG0000245	Desulfocapsa sulfexigens DSM 10523	WP_010943105.1	WP_208598476.1
OG0000246	Desulfosediminicola flagellatus IMCC35005	WP_010943032.1	WP_136810783.1
OG0000246	Desulfocapsa_13_biocide	WP_010943032.1	Utg859098_58
OG0000246	Desulfocapsa_06_corrosive	WP_010943032.1	Utg323180_115, Utg323180_52
OG0000246	Desulfovibrio ferrophilus IS5	WP_010943032.1	WP_126378633.1
OG0000246	Desulfocapsa_06_corrosive	WP_045667367.1, WP_235044935.1	Utg323180_624
OG0000246	Desulfosediminicola ganghwensis IMCC35004	WP_045667367.1, WP_235044935.1	WP_176359995.1, WP_136797596.1, WP_136799357.1
OG0000246	Desulfocapsa_13_biocide	WP_045667367.1, WP_235044935.1	Utg861448_26, Utg857994_14, Utg857152_262
