Orthogroup	Species	Shewanella oneidensis MR-1	Orthologs
OG0000421	Desulfosediminicola ganghwensis IMCC35004	WP_011074212.1	WP_136797570.1
OG0000423	Acidithiobacillus ferrooxidans YNTRS-40	WP_164925682.1	WP_012537562.1
OG0000423	Desulfovibrio ferrophilus IS5	WP_164925682.1	WP_126380506.1
OG0000423	Desulfovibrio vulgaris DP4	WP_164925682.1	WP_011793124.1
OG0000423	Geobacter sulfurreducens PCA	WP_164925682.1	WP_010942177.1, WP_010943722.1
OG0000423	Desulfocapsa_06_corrosive	WP_164925682.1	Utg323152_258, Utg323152_259
OG0000423	Desulforhopalus vacuolatus DSM 9700	WP_164925682.1	WP_205218959.1
OG0000423	Desulfosediminicola ganghwensis IMCC35004	WP_164925682.1	WP_136799855.1
OG0000423	Desulfosediminicola flagellatus IMCC35005	WP_164925682.1	WP_136810696.1
OG0000423	Desulfotalea psychrophila LSv54	WP_164925682.1	WP_041278794.1
OG0000423	Desulfocapsa_13_biocide	WP_164925682.1	Utg859098_157
OG0000423	Desulfocapsa sulfexigens DSM 10523	WP_164925682.1	WP_015405222.1
OG0000424	Desulfovibrio ferrophilus IS5	WP_011074411.1	WP_232034868.1
OG0000424	Desulfovibrio vulgaris DP4	WP_011074411.1	WP_011792329.1
OG0000424	Desulforhopalus vacuolatus DSM 9700	WP_011074411.1	WP_205218567.1
OG0000424	Desulfosediminicola flagellatus IMCC35005	WP_011074411.1	WP_136809866.1, WP_136808817.1
OG0000424	Desulfocapsa sulfexigens DSM 10523	WP_011074411.1	WP_015404172.1
OG0000424	Desulfocapsa_13_biocide	WP_011074411.1	Utg860814_75, Utg859236_20
OG0000424	Desulfocapsa_06_corrosive	WP_011074411.1	Utg323180_488, Utg323990_209
OG0000424	Desulfosediminicola ganghwensis IMCC35004	WP_011074411.1	WP_136799131.1
OG0000424	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074411.1	WP_180830455.1, WP_012537590.1
OG0000425	Geobacter sulfurreducens PCA	WP_011074325.1	WP_010940943.1
OG0000425	Desulfovibrio ferrophilus IS5	WP_011074325.1	WP_126380914.1
OG0000425	Desulfovibrio vulgaris DP4	WP_011074325.1	WP_010940414.1
OG0000425	Desulfocapsa sulfexigens DSM 10523	WP_011074325.1	WP_015405708.1
OG0000425	Desulfocapsa_13_biocide	WP_011074325.1	Utg858494_44, Utg858432_11
OG0000425	Desulfocapsa_06_corrosive	WP_011074325.1	Utg323632_72
OG0000425	Desulfotalea psychrophila LSv54	WP_011074325.1	WP_041278082.1
OG0000425	Desulfosediminicola ganghwensis IMCC35004	WP_011074325.1	WP_136798280.1
OG0000425	Desulfosediminicola flagellatus IMCC35005	WP_011074325.1	WP_136808202.1, WP_136808474.1
OG0000425	Desulforhopalus vacuolatus DSM 9700	WP_011074325.1	WP_205220198.1
OG0000425	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074325.1	WP_012537653.1
OG0000426	Desulfovibrio ferrophilus IS5	WP_011072245.1	WP_126380760.1
OG0000426	Desulfovibrio vulgaris DP4	WP_011072245.1	WP_011792875.1
OG0000426	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072245.1	WP_012606589.1
OG0000426	Desulfotalea psychrophila LSv54	WP_011072924.1	WP_011188860.1
OG0000426	Desulfocapsa_13_biocide	WP_011072924.1	Utg859098_264
OG0000426	Desulfocapsa_06_corrosive	WP_011072924.1	Utg323152_151
OG0000426	Desulfocapsa sulfexigens DSM 10523	WP_011072924.1	WP_015405134.1
OG0000426	Desulfosediminicola ganghwensis IMCC35004	WP_011072924.1	WP_167495870.1
OG0000426	Desulfosediminicola flagellatus IMCC35005	WP_011072924.1	WP_136807553.1
OG0000426	Desulforhopalus vacuolatus DSM 9700	WP_011072924.1	WP_205220276.1
OG0000426	Geobacter sulfurreducens PCA	WP_011072924.1	WP_010943019.1
OG0000426	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072924.1	WP_012537674.1
OG0000427	Geobacter sulfurreducens PCA	WP_011072306.1	WP_010943733.1
OG0000427	Desulfovibrio ferrophilus IS5	WP_011072306.1	WP_126377181.1
OG0000427	Desulfovibrio vulgaris DP4	WP_011072306.1	WP_258312758.1
OG0000427	Desulforhopalus vacuolatus DSM 9700	WP_011072306.1	WP_240191961.1
OG0000427	Desulfosediminicola flagellatus IMCC35005	WP_011072306.1	WP_228723281.1, WP_136810555.1
OG0000427	Desulfocapsa_13_biocide	WP_011072306.1	Utg857490_6
OG0000427	Desulfocapsa_06_corrosive	WP_011072306.1	Utg323448_41
OG0000427	Desulfocapsa sulfexigens DSM 10523	WP_011072306.1	WP_015404262.1, WP_015402929.1
OG0000427	Desulfosediminicola ganghwensis IMCC35004	WP_011072306.1	WP_136798102.1
OG0000427	Desulfotalea psychrophila LSv54	WP_011072306.1	WP_011188346.1
OG0000427	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072306.1	WP_041838681.1
OG0000428	Desulfovibrio ferrophilus IS5	WP_011073691.1	WP_126379265.1
OG0000428	Desulfovibrio vulgaris DP4	WP_011073691.1	WP_010938540.1
OG0000428	Geobacter sulfurreducens PCA	WP_011073691.1	WP_010941481.1, WP_010942544.1, WP_010941594.1
OG0000428	Desulfotalea psychrophila LSv54	WP_011073691.1	WP_041277939.1
OG0000428	Desulforhopalus vacuolatus DSM 9700	WP_011073691.1	WP_205217735.1
OG0000428	Desulfosediminicola ganghwensis IMCC35004	WP_011073691.1	WP_136797991.1
OG0000428	Desulfosediminicola flagellatus IMCC35005	WP_011073691.1	WP_136805285.1
OG0000428	Desulfocapsa sulfexigens DSM 10523	WP_011073691.1	WP_015404780.1
OG0000428	Desulfocapsa_06_corrosive	WP_011073691.1	Utg323392_159
OG0000428	Desulfocapsa_13_biocide	WP_011073691.1	Utg859388_59
OG0000428	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073691.1	WP_054608948.1
OG0000429	Desulfotalea psychrophila LSv54	WP_011072763.1	WP_011187772.1
OG0000429	Desulforhopalus vacuolatus DSM 9700	WP_011072763.1	WP_205218395.1
OG0000429	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072763.1	WP_233459592.1, WP_233459593.1
OG0000429	Desulfocapsa_13_biocide	WP_011072763.1	Utg866558_37
OG0000429	Desulfocapsa_06_corrosive	WP_011072763.1	Utg323632_282
OG0000429	Desulfocapsa sulfexigens DSM 10523	WP_011072763.1	WP_015405570.1
OG0000429	Desulfosediminicola ganghwensis IMCC35004	WP_011072763.1	WP_136797960.1
OG0000429	Desulfosediminicola flagellatus IMCC35005	WP_011072763.1	WP_136805253.1
OG0000429	Desulfovibrio vulgaris DP4	WP_011072763.1	WP_011793152.1
OG0000429	Desulfovibrio ferrophilus IS5	WP_011072763.1	WP_126379605.1
OG0000429	Geobacter sulfurreducens PCA	WP_011072763.1	WP_010942369.1, WP_010942069.1
OG0000433	Desulfocapsa_06_corrosive	WP_011071889.1	Utg323316_347
OG0000433	Desulfocapsa_13_biocide	WP_011071889.1	Utg857046_260
OG0000433	Desulfocapsa sulfexigens DSM 10523	WP_011071889.1	WP_015403967.1
OG0000433	Geobacter sulfurreducens PCA	WP_011071889.1	WP_010941430.1
OG0000433	Desulfosediminicola flagellatus IMCC35005	WP_011071889.1	WP_136808998.1, WP_228723294.1
OG0000433	Desulfosediminicola ganghwensis IMCC35004	WP_011071889.1	WP_136797392.1, WP_217907637.1
OG0000433	Desulfovibrio ferrophilus IS5	WP_011071889.1	WP_232034808.1, WP_126380900.1
OG0000433	Desulfovibrio vulgaris DP4	WP_011071889.1	WP_011793177.1
OG0000433	Desulfotalea psychrophila LSv54	WP_011071889.1	WP_011189706.1
OG0000433	Desulforhopalus vacuolatus DSM 9700	WP_011071889.1	WP_205219208.1
OG0000434	Desulfovibrio ferrophilus IS5	WP_011073587.1	WP_126378271.1
OG0000434	Geobacter sulfurreducens PCA	WP_011073587.1	WP_010943321.1
OG0000434	Desulfocapsa_13_biocide	WP_011073587.1	Utg857046_132, Utg860814_138
OG0000434	Desulfocapsa_06_corrosive	WP_011073587.1	Utg323316_227, Utg323180_553
OG0000434	Desulfocapsa sulfexigens DSM 10523	WP_011073587.1	WP_015404078.1
OG0000434	Desulfotalea psychrophila LSv54	WP_011073587.1	WP_011187316.1
OG0000434	Desulfosediminicola flagellatus IMCC35005	WP_011073587.1	WP_136809750.1, WP_136805936.1
OG0000434	Desulfosediminicola ganghwensis IMCC35004	WP_011073587.1	WP_136795621.1, WP_136798965.1, WP_167495834.1
OG0000435	Desulfotalea psychrophila LSv54	WP_011072593.1	WP_041278103.1
OG0000435	Desulfocapsa sulfexigens DSM 10523	WP_011071672.1	WP_015404420.1
OG0000435	Desulfosediminicola ganghwensis IMCC35004	WP_011071672.1	WP_136795407.1
OG0000435	Desulfosediminicola flagellatus IMCC35005	WP_011071672.1	WP_136808583.1
OG0000435	Desulforhopalus vacuolatus DSM 9700	WP_011071672.1	WP_205220182.1
OG0000435	Desulfotalea psychrophila LSv54	WP_011071672.1	WP_011187397.1
OG0000435	Geobacter sulfurreducens PCA	WP_011072708.1	WP_010941462.1
OG0000435	Desulfocapsa_06_corrosive	WP_011072708.1	Utg323316_84
OG0000435	Desulforhopalus vacuolatus DSM 9700	WP_011072708.1	WP_205217363.1
OG0000435	Desulfovibrio ferrophilus IS5	WP_011072708.1	WP_126381045.1
OG0000435	Desulfovibrio vulgaris DP4	WP_011072708.1	WP_010937470.1
OG0000436	Desulfocapsa_06_corrosive	WP_011073144.1	Utg323152_368
OG0000436	Geobacter sulfurreducens PCA	WP_011073144.1	WP_235044860.1
OG0000436	Desulfovibrio vulgaris DP4	WP_011073144.1	WP_011791570.1, WP_011792953.1, WP_011792988.1
OG0000436	Desulfovibrio ferrophilus IS5	WP_011073144.1	WP_126380186.1, WP_172961771.1, WP_126380205.1, WP_126377737.1
OG0000436	Desulfosediminicola flagellatus IMCC35005	WP_011073144.1	WP_136810727.1
OG0000436	Desulfocapsa sulfexigens DSM 10523	WP_011073144.1	WP_015404648.1, WP_015404652.1, WP_015405333.1
OG0000437	Desulfocapsa_06_corrosive	WP_011071215.1	Utg323300_48, Utg323140_223, Utg323262_143
OG0000437	Desulfosediminicola flagellatus IMCC35005	WP_011071215.1	WP_136810266.1, WP_136810300.1, WP_136807979.1
OG0000437	Desulfosediminicola ganghwensis IMCC35004	WP_011071215.1	WP_217907679.1, WP_275942950.1, WP_136795141.1
OG0000437	Desulfocapsa sulfexigens DSM 10523	WP_011071215.1	WP_041916859.1, WP_015404840.1
OG0000437	Desulfocapsa_13_biocide	WP_011071215.1	Utg859236_103
OG0000437	Desulfotalea psychrophila LSv54	WP_011071215.1	WP_011188093.1
OG0000439	Desulfotalea psychrophila LSv54	WP_011071906.1	WP_011187387.1, WP_011188202.1
OG0000439	Desulforhopalus vacuolatus DSM 9700	WP_011071906.1	WP_205219736.1
OG0000439	Geobacter sulfurreducens PCA	WP_011071906.1	WP_010943881.1
OG0000439	Desulfosediminicola ganghwensis IMCC35004	WP_011071906.1	WP_136797715.1
OG0000439	Desulfosediminicola flagellatus IMCC35005	WP_011071906.1	WP_136805415.1, WP_136805412.1
OG0000439	Desulfocapsa_13_biocide	WP_011071906.1	Utg859982_185
OG0000439	Desulfocapsa_06_corrosive	WP_011071906.1	Utg323152_408
OG0000439	Desulfocapsa sulfexigens DSM 10523	WP_011071906.1	WP_015404902.1
OG0000439	Desulfovibrio vulgaris DP4	WP_011071906.1	WP_010939842.1
OG0000439	Desulfovibrio ferrophilus IS5	WP_011071906.1	WP_126378807.1, WP_126381188.1
OG0000443	Desulfocapsa_13_biocide	WP_011073208.1	Utg861744_142
OG0000443	Desulfocapsa_06_corrosive	WP_011073208.1	Utg324810_34
OG0000443	Desulforhopalus vacuolatus DSM 9700	WP_011073208.1	WP_205217439.1
OG0000443	Desulfosediminicola ganghwensis IMCC35004	WP_011073208.1	WP_176360012.1, WP_136798155.1
OG0000443	Desulfosediminicola flagellatus IMCC35005	WP_011073208.1	WP_217909473.1, WP_136809231.1
OG0000443	Desulfotalea psychrophila LSv54	WP_011073208.1	WP_041278382.1
OG0000443	Geobacter sulfurreducens PCA	WP_011073208.1	WP_010943783.1, WP_010944019.1
OG0000443	Desulfovibrio ferrophilus IS5	WP_011073208.1	WP_126380919.1
OG0000443	Desulfovibrio vulgaris DP4	WP_011073208.1	WP_010939164.1
OG0000443	Desulfocapsa sulfexigens DSM 10523	WP_011073208.1	WP_015405092.1
OG0000444	Desulfocapsa_06_corrosive	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	Utg323152_45
OG0000444	Desulfocapsa_13_biocide	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	Utg859098_354
OG0000444	Desulfocapsa sulfexigens DSM 10523	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_015405195.1
OG0000444	Desulfosediminicola ganghwensis IMCC35004	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_136795830.1
OG0000444	Desulfosediminicola flagellatus IMCC35005	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_136806301.1
OG0000444	Desulfotalea psychrophila LSv54	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_228130145.1
OG0000444	Desulforhopalus vacuolatus DSM 9700	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_240192150.1
OG0000444	Geobacter sulfurreducens PCA	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_010940703.1
OG0000444	Desulfovibrio vulgaris DP4	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_014524613.1
OG0000444	Desulfovibrio ferrophilus IS5	WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1	WP_126378345.1
OG0000446	Desulfovibrio ferrophilus IS5	WP_011073130.1	WP_126377113.1, WP_126379389.1, WP_126379406.1
OG0000446	Desulfovibrio vulgaris DP4	WP_011073130.1	WP_010937614.1, WP_010938736.1
OG0000446	Desulfocapsa_13_biocide	WP_011073130.1	Utg859098_101, Utg859098_100, Utg859076_48
OG0000446	Desulfotalea psychrophila LSv54	WP_011073130.1	WP_011189905.1
OG0000446	Desulfocapsa_06_corrosive	WP_011073130.1	Utg323152_316
OG0000446	Desulfocapsa sulfexigens DSM 10523	WP_011073130.1	WP_015405294.1
OG0000446	Desulfosediminicola flagellatus IMCC35005	WP_011073130.1	WP_136807889.1
OG0000446	Geobacter sulfurreducens PCA	WP_011073130.1	WP_010941087.1
OG0000449	Desulfocapsa_06_corrosive	WP_011071298.1	Utg323152_593
OG0000449	Desulfocapsa sulfexigens DSM 10523	WP_011071298.1	WP_015405463.1
OG0000449	Desulforhopalus vacuolatus DSM 9700	WP_011071298.1	WP_205219769.1, WP_205220150.1
OG0000449	Desulfosediminicola ganghwensis IMCC35004	WP_011071298.1	WP_136799022.1, WP_136799207.1, WP_267313993.1
OG0000449	Desulfosediminicola flagellatus IMCC35005	WP_011071298.1	WP_136807799.1, WP_136807501.1, WP_228723382.1
OG0000449	Geobacter sulfurreducens PCA	WP_011071298.1	WP_010942222.1
OG0000449	Desulfotalea psychrophila LSv54	WP_011071298.1	WP_265588553.1
OG0000449	Desulfovibrio vulgaris DP4	WP_011071298.1	WP_011792406.1
OG0000450	Desulfocapsa sulfexigens DSM 10523	WP_011073846.1	WP_015405720.1
OG0000450	Desulforhopalus vacuolatus DSM 9700	WP_011073846.1	WP_205220478.1, WP_205220431.1, WP_205220416.1, WP_205220414.1, WP_205218974.1, WP_205220421.1, WP_205220446.1, WP_205220441.1, WP_205220468.1, WP_205220443.1, WP_205220481.1, WP_205219079.1
OG0000452	Geobacter sulfurreducens PCA	WP_011070761.1, WP_011072428.1, WP_011070965.1	WP_010943275.1
OG0000452	Desulfovibrio ferrophilus IS5	WP_011070761.1, WP_011072428.1, WP_011070965.1	WP_126376762.1
OG0000452	Desulfovibrio vulgaris DP4	WP_011070761.1, WP_011072428.1, WP_011070965.1	WP_223294646.1
OG0000452	Desulfosediminicola ganghwensis IMCC35004	WP_011070761.1	WP_136798431.1
OG0000452	Desulfosediminicola flagellatus IMCC35005	WP_011070761.1	WP_136810407.1
OG0000452	Desulfosediminicola flagellatus IMCC35005	WP_011072428.1	WP_136808826.1
OG0000452	Desulfosediminicola ganghwensis IMCC35004	WP_011072428.1	WP_136799138.1
OG0000453	Desulfosediminicola ganghwensis IMCC35004	WP_011071890.1	WP_136797311.1
OG0000453	Desulfovibrio ferrophilus IS5	WP_011071070.1	WP_126376486.1, WP_172961603.1, WP_126375712.1, WP_126380007.1
OG0000453	Desulfocapsa_06_corrosive	WP_011071070.1	Utg323300_394
OG0000453	Desulfocapsa_13_biocide	WP_011071070.1	Utg857152_117
OG0000453	Desulfosediminicola flagellatus IMCC35005	WP_011071070.1	WP_136809304.1, WP_136809202.1
OG0000453	Desulfosediminicola ganghwensis IMCC35004	WP_011071070.1	WP_136796189.1, WP_136798929.1
OG0000453	Desulfovibrio vulgaris DP4	WP_011071070.1	WP_010940146.1
OG0000457	Desulfovibrio vulgaris DP4	WP_011074002.1	WP_011791333.1
OG0000457	Desulfovibrio ferrophilus IS5	WP_011074002.1	WP_126380273.1
OG0000457	Geobacter sulfurreducens PCA	WP_011074002.1	WP_010942557.1
OG0000457	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074002.1	WP_009560820.1
OG0000457	Desulforhopalus vacuolatus DSM 9700	WP_011074002.1	WP_240192041.1
OG0000457	Desulfosediminicola ganghwensis IMCC35004	WP_011074002.1	WP_217907739.1
OG0000457	Desulfosediminicola flagellatus IMCC35005	WP_011074002.1	WP_217909663.1
OG0000457	Desulfocapsa sulfexigens DSM 10523	WP_011074002.1	WP_208598499.1
OG0000457	Desulfocapsa_06_corrosive	WP_011074002.1	Utg323140_93
OG0000457	Desulfocapsa_13_biocide	WP_011074002.1	Utg864866_63
OG0000458	Desulfovibrio vulgaris DP4	WP_011072562.1	WP_011792053.1
OG0000458	Desulfovibrio ferrophilus IS5	WP_011072562.1	WP_126379457.1
OG0000458	Geobacter sulfurreducens PCA	WP_011072562.1	WP_010943913.1, WP_010942869.1
OG0000458	Desulfosediminicola flagellatus IMCC35005	WP_011072562.1	WP_136805266.1
OG0000458	Desulfosediminicola ganghwensis IMCC35004	WP_011072562.1	WP_136797971.1
OG0000458	Desulfocapsa_06_corrosive	WP_011072562.1	Utg323632_292
OG0000458	Desulfocapsa_13_biocide	WP_011072562.1	Utg866558_25
OG0000458	Desulfocapsa sulfexigens DSM 10523	WP_011072562.1	WP_015405560.1
OG0000458	Desulfotalea psychrophila LSv54	WP_011072562.1	WP_011190050.1
OG0000458	Desulforhopalus vacuolatus DSM 9700	WP_011072562.1	WP_205218916.1
OG0000458	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072562.1	WP_009561363.1
OG0000459	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073913.1	WP_009562654.1
OG0000459	Desulfosediminicola flagellatus IMCC35005	WP_011073913.1	WP_136805162.1, WP_136806351.1
OG0000459	Desulfosediminicola ganghwensis IMCC35004	WP_011073913.1	WP_136799294.1
OG0000459	Desulfocapsa_13_biocide	WP_011073913.1	Utg859098_217
OG0000459	Desulfocapsa_06_corrosive	WP_011073913.1	Utg323152_197
OG0000459	Desulfocapsa sulfexigens DSM 10523	WP_011073913.1	WP_015405044.1
OG0000459	Desulfotalea psychrophila LSv54	WP_011073913.1	WP_011189199.1
OG0000459	Desulforhopalus vacuolatus DSM 9700	WP_011073913.1	WP_205218112.1
OG0000459	Geobacter sulfurreducens PCA	WP_011073913.1	WP_010942547.1
OG0000459	Desulfovibrio ferrophilus IS5	WP_011073913.1	WP_126378236.1
OG0000459	Desulfovibrio vulgaris DP4	WP_011073913.1	WP_010940242.1
OG0000460	Geobacter sulfurreducens PCA	WP_011072676.1	WP_010942228.1
OG0000460	Desulfovibrio vulgaris DP4	WP_011072676.1	WP_043629230.1
OG0000460	Desulfovibrio ferrophilus IS5	WP_011072676.1	WP_197723457.1
OG0000460	Desulfotalea psychrophila LSv54	WP_011072676.1	WP_011189785.1
OG0000460	Desulfocapsa_06_corrosive	WP_011072676.1	Utg323632_251
OG0000460	Desulfocapsa_13_biocide	WP_011072676.1	Utg858432_142
OG0000460	Desulfocapsa sulfexigens DSM 10523	WP_011072676.1	WP_015405601.1
OG0000460	Desulforhopalus vacuolatus DSM 9700	WP_011072676.1	WP_205219183.1
OG0000460	Desulfosediminicola flagellatus IMCC35005	WP_011072676.1	WP_267313765.1
OG0000460	Desulfosediminicola ganghwensis IMCC35004	WP_011072676.1	WP_136796657.1
OG0000460	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072676.1	WP_012536691.1, WP_009563102.1
OG0000461	Geobacter sulfurreducens PCA	WP_011071367.1	WP_010940711.1
OG0000461	Desulfovibrio vulgaris DP4	WP_011071367.1	WP_010938112.1
OG0000461	Desulfovibrio ferrophilus IS5	WP_011071367.1	WP_126376122.1
OG0000461	Desulfotalea psychrophila LSv54	WP_011071367.1	WP_011188884.1
OG0000461	Desulforhopalus vacuolatus DSM 9700	WP_011071367.1	WP_205217709.1
OG0000461	Desulfosediminicola ganghwensis IMCC35004	WP_011071367.1	WP_136796552.1
OG0000461	Desulfosediminicola flagellatus IMCC35005	WP_011071367.1	WP_136805473.1
OG0000461	Desulfocapsa sulfexigens DSM 10523	WP_011071367.1	WP_015402359.1
OG0000461	Desulfocapsa_13_biocide	WP_011071367.1	Utg860814_196
OG0000461	Desulfocapsa_06_corrosive	WP_011071367.1	Utg323266_1, Utg323180_610
OG0000461	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071367.1	WP_009563301.1
OG0000462	Desulfosediminicola flagellatus IMCC35005	WP_011073690.1	WP_136805287.1
OG0000462	Desulfosediminicola ganghwensis IMCC35004	WP_011073690.1	WP_228721518.1
OG0000462	Desulforhopalus vacuolatus DSM 9700	WP_011073690.1	WP_205217736.1
OG0000462	Desulfocapsa sulfexigens DSM 10523	WP_011073690.1	WP_015404782.1
OG0000462	Desulfocapsa_06_corrosive	WP_011073690.1	Utg323392_157
OG0000462	Desulfocapsa_13_biocide	WP_011073690.1	Utg859388_61
OG0000462	Geobacter sulfurreducens PCA	WP_011073690.1	WP_010941479.1
OG0000462	Desulfovibrio vulgaris DP4	WP_011073690.1	WP_011792486.1
OG0000462	Desulfotalea psychrophila LSv54	WP_011073690.1	WP_041277938.1
OG0000462	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073690.1	WP_012536982.1, WP_012536787.1, WP_009563461.1
OG0000463	Geobacter sulfurreducens PCA	WP_011071797.1	WP_010942901.1
OG0000463	Desulfosediminicola flagellatus IMCC35005	WP_011071797.1	WP_136806383.1
OG0000463	Desulfocapsa_06_corrosive	WP_011071797.1	Utg323152_557
OG0000463	Desulfocapsa_13_biocide	WP_011071797.1	Utg859982_12
OG0000463	Desulfocapsa sulfexigens DSM 10523	WP_011071797.1	WP_015405449.1
OG0000463	Desulfosediminicola ganghwensis IMCC35004	WP_011071797.1	WP_136799259.1
OG0000463	Desulfotalea psychrophila LSv54	WP_011071797.1	WP_011189177.1
OG0000463	Desulforhopalus vacuolatus DSM 9700	WP_011071797.1	WP_205219782.1
OG0000463	Desulfovibrio vulgaris DP4	WP_011071797.1	WP_011792431.1
OG0000463	Desulfovibrio ferrophilus IS5	WP_011071797.1	WP_126378471.1, WP_126378644.1
OG0000463	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071797.1	WP_009564129.1
OG0000464	Desulfocapsa_13_biocide	WP_011070898.1	Utg858494_63
OG0000464	Desulfosediminicola ganghwensis IMCC35004	WP_011070898.1	WP_217907710.1
OG0000464	Desulfovibrio ferrophilus IS5	WP_011070898.1	WP_172961777.1, WP_172961791.1
OG0000464	Desulfocapsa_06_corrosive	WP_011070898.1	Utg323266_64
OG0000464	Desulfosediminicola flagellatus IMCC35005	WP_011070898.1	WP_136808709.1
OG0000464	Desulforhopalus vacuolatus DSM 9700	WP_011070898.1	WP_205220375.1
OG0000464	Desulforhopalus vacuolatus DSM 9700	WP_011072390.1	WP_205218619.1
OG0000464	Desulfovibrio ferrophilus IS5	WP_011072390.1	WP_126380647.1
OG0000464	Desulfovibrio vulgaris DP4	WP_011072390.1	WP_223294644.1
OG0000464	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072390.1	WP_009564443.1
OG0000466	Desulfovibrio vulgaris DP4	WP_006080725.1	WP_010939080.1
OG0000466	Desulfovibrio ferrophilus IS5	WP_006080725.1	WP_126377342.1
